site_id,survey_date,pit_tag_id,bd_load
20135,2016-09-08,900067000089781,NA
20135,2016-09-08,900067000089827,NA
20135,2016-09-08,900067000089844,NA
20135,2016-09-08,900067000089992,NA
21520,2017-08-08,900067000089537,0
20135,2017-08-08,900067000089563,0
20135,2017-08-08,900067000089762,0
20135,2017-08-08,900067000089787,0
20135,2017-08-08,900067000089891,43269.184
20135,2017-08-08,900067000089918,0
21520,2017-08-09,900067000089551,994.864
21520,2017-08-09,900067000089556,115.016
21520,2017-08-09,900067000089587,0
21520,2017-08-09,900067000089665,0
21520,2017-08-09,900067000089698,0
20135,2017-08-09,900067000089762,NA
20135,2017-08-09,900067000089787,NA
20135,2017-08-09,900067000089891,NA
21520,2017-08-10,900067000089537,NA
20135,2017-08-10,900067000089563,NA
21520,2017-08-10,900067000089587,NA
20135,2017-08-10,900067000089609,14692.208
21520,2017-08-10,900067000089618,892.464
21520,2017-08-10,900067000089737,0
20135,2017-08-10,900067000089787,NA
20135,2017-08-10,900067000089891,NA
21520,2017-08-10,900067000089946,0
20135,2017-08-10,900067000089977,0
21520,2017-09-08,900067000089601,712815.2
21520,2017-09-08,900067000089625,0
21520,2017-09-08,900067000089698,0
21520,2017-09-08,900067000089707,909565.6
21520,2017-09-08,900067000089737,17096.48
20135,2017-09-08,900067000089762,396302
20135,2017-09-08,900067000089815,0
21520,2017-09-08,900067000089877,75155.192
21520,2017-09-08,900067000089946,0
20135,2017-09-08,900067000089999,4394.272
20135,2017-09-08,982000410163474,465.168
21520,2017-09-09,900067000089508,2367.568
21520,2017-09-09,900067000089537,61194.72
21520,2017-09-09,900067000089587,8033.712
21520,2017-09-09,900067000089625,NA
20135,2017-09-09,900067000089656,29103.696
21520,2017-09-09,900067000089667,1947.64
21520,2017-09-09,900067000089675,9935.2
20135,2017-09-09,900067000089692,0
21520,2017-09-09,900067000089707,NA
20135,2017-09-09,900067000089721,1072.92
21520,2017-09-09,900067000089737,NA
20135,2017-09-09,900067000089830,0
20135,2017-09-09,900067000089882,0
20135,2017-09-09,900067000089887,0
20135,2017-09-09,900067000089907,0
21520,2017-09-09,900067000089946,NA
20135,2017-09-09,900067000089996,35413.864
20135,2017-09-09,982000410163474,NA
21520,2017-09-10,900067000089537,NA
21520,2017-09-10,900067000089551,2013.088
20135,2017-09-10,900067000089563,49654.768
21520,2017-09-10,900067000089587,NA
20135,2017-09-10,900067000089609,341548
21520,2017-09-10,900067000089625,NA
21520,2017-09-10,900067000089667,NA
21520,2017-09-10,900067000089707,NA
20135,2017-09-10,900067000089721,NA
20135,2017-09-10,900067000089762,NA
20135,2017-09-10,900067000089827,17490.64
20135,2017-09-10,900067000089864,0
20135,2017-09-10,900067000089882,NA
20135,2017-09-10,900067000089891,87515.6
21520,2017-09-10,900067000089946,NA
20135,2017-09-10,900067000089984,0
20135,2017-09-10,900067000089999,NA
20135,2017-09-10,982000410163571,0
21520,2018-06-28,900067000089667,8033.064
21520,2018-06-28,900067000089698,229654.168
21520,2018-06-28,900067000089792,63923.064
21520,2018-06-28,900067000089907,499.776
21520,2018-06-28,900067000089922,488.744
21520,2018-06-28,900067000089940,4880612.76
20135,2018-06-28,900067000089984,821.632
20135,2018-06-28,900067000089988,0
21520,2018-06-29,900067000089501,0
20135,2018-06-29,900067000089660,0
21520,2018-06-29,900067000089667,NA
21520,2018-06-29,900067000089792,NA
21520,2018-06-29,900067000089907,NA
21520,2018-06-29,900067000089922,NA
21520,2018-06-29,900067000089940,NA
20135,2018-06-29,900067000089984,NA
21520,2018-06-29,900067000089988,NA
21520,2018-06-29,982000410163474,272.944
21520,2018-06-30,900067000089501,NA
20135,2018-06-30,900067000089660,NA
21520,2018-06-30,900067000089667,NA
21520,2018-06-30,900067000089698,NA
21520,2018-06-30,900067000089792,NA
21520,2018-06-30,900067000089797,3946.176
21520,2018-06-30,900067000089820,764.296
21520,2018-06-30,900067000089907,NA
21520,2018-06-30,900067000089922,NA
21520,2018-06-30,900067000089934,261589.136
20135,2018-06-30,900067000089984,NA
21520,2018-06-30,900067000089988,NA
21520,2018-06-30,982000410163474,NA
21520,2018-09-03,900067000089660,0
21520,2018-09-03,982000410163518,47446.376
21520,2018-09-04,900067000089660,NA
21520,2018-09-04,982000410163474,12771.608
21520,2018-09-04,982000410163571,7890.704
21520,2018-09-05,900067000089501,2571.232
21520,2018-09-05,900067000089660,NA
21520,2018-09-05,900067000089665,53903.256
21520,2018-09-05,900067000089797,6966.624
21520,2018-09-05,900067000089820,131.744
21520,2018-09-05,900067000089934,256.864
21520,2018-09-05,982000410163474,NA
21520,2019-08-19,900067000089667,373.736
21520,2019-08-20,900067000089501,2409.632
21520,2019-08-20,900067000089667,NA
21520,2019-08-21,900067000089667,NA
